showId,date,venue,rarityScore
1746843882,2025-05-09,El Ganzo Oasis,0.053466
1746866178,2025-05-09,El Ganzo Oasis,0.055493
1727890109,2025-05-10,El Ganzo Oasis,0.402109
1743623827,2025-05-10,El Ganzo Oasis,0.464756
1746952317,2025-05-10,El Ganzo Oasis,0.055493
1736785860,2025-05-25,Napa Valley Expo,0.453440
1748090458,2025-05-25,Napa Valley Expo,0.344654
1740507757,2025-05-27,The Masonic,0.444710
1740507768,2025-05-28,The Masonic,0.363450
1737998824,2025-05-30,Hayden Homes Amphitheater,0.521166
1738001411,2025-05-31,Spokane Pavilion,0.467131
1738001727,2025-06-01,Idaho Botanical Garden: Outlaw Field,0.327908
1738001750,2025-06-03,Brooklyn Bowl,0.429649
1738001942,2025-06-04,Arizona Financial Theatre,0.328088
1736789025,2025-06-06,Fiddler’s Green Amphitheatre,0.394597
1736789092,2025-06-07,Fiddler’s Green Amphitheatre,0.496339
1738001961,2025-06-10,The Factory,0.354687
1738001976,2025-06-11,The Factory,0.444263
1738002251,2025-06-12,Everwise Amphitheater at White River State Park,0.465554
1736352597,2025-06-15,Merriweather Post Pavilion,0.517784
1750019466,2025-06-15,Merriweather Post Pavilion,0.053466
1738002457,2025-06-17,Live Oak Bank Pavilion,0.318375
1738002473,2025-06-19,Jacobs Pavilion at Nautica,0.449291
1738002485,2025-06-20,Jacobs Pavilion at Nautica,0.418943
1738002506,2025-06-21,Constellation Brands-Marvin Sands Performing Arts Center,0.472391
1737731867,2025-06-22,Belleayre Mountain,0.285273
1749749082,2025-06-23,Racket,0.494710
1738002676,2025-06-27,Bank of New Hampshire Pavilion,0.400621
1736789107,2025-06-28,Madison Square Garden,0.396492
1738002691,2025-06-29,Westville Music Bowl,0.406879
1753050000,2025-07-20,Bayley Beach,0.053466
1753113486,2025-07-20,Bayley Beach,0.684200
1745515491,2025-07-25,Fort Adams State Park,0.432768
1753658712,2025-07-27,Fort Adams State Park,0.055493
1754133356,2025-08-01,Pier 48,0.064979
1755099318,2025-08-13,30 Rockefeller Plaza,0.348490
1754580823,2025-08-15,World Cafe Live,0.480397
1744816419,2025-08-16,Park City Song Summit,0.367554
1755387337,2025-08-16,Park City Song Summit,0.056931
1745887842,2025-08-28,Hancher Green,0.252051
1743092094,2025-08-31,The Gorge Amphitheatre,0.352437
1756698321,2025-08-31,The Gorge Amphitheatre,0.053466
1739970619,2025-09-12,Harvest Music Festival,0.346972
1750092069,2025-09-14,Waterfront Park,0.360675
1739466724,2025-09-17,Kohl Center,0.366311
1758166860,2025-09-17,Kohl Center,0.056931
1745888102,2025-09-19,Michigan Lottery Amphitheatre at Freedom Hill,0.347199
1745888259,2025-09-20,Huntingon Bank Pavilion at Northerly Island,0.430993
1745888333,2025-09-23,Louisville Palace Theatre,0.434916
1745888334,2025-09-24,Louisville Palace Theatre,0.413953
1745888390,2025-09-26,Ameris Bank Amphitheatre,0.411506
1745888429,2025-09-27,PNC Music Pavilion,0.367372
1759102128,2025-09-28,The Revelry,0.473676
1745888335,2025-09-30,Kemba Live! Outdoors,0.348674
1750092168,2025-10-02,Allianz Amphitheater at Riverfront,0.491085
1750092201,2025-10-03,Allianz Amphitheater at Riverfront,0.343458
1750092202,2025-10-04,Mann Center for the Performing Arts,0.444080
1747331275,2025-10-05,RISE Festival,0.284632
1757005772,2025-10-10,Foam Brewers,0.063863
1760716182,2025-10-11,Stowe Cider,0.064166
